192.168.146.25,Pk3g,12345
192.168.146.50,Lcff,12345
192.168.146.20,TLd2,12345
192.168.146.14,KyI2,4000
192.168.146.99,eo58,12344
192.168.146.17,IvJK,5555
192.168.146.18,jywL,12345
192.168.146.27,EX67,12345
192.168.146.119,hizK,4000
192.168.146.19,fKk5,4000
192.168.146.40,Svx6,12345
192.168.146.11,foLk,12345
192.168.146.55,WZet,12345
192.168.146.12,nUwB,12345
192.168.146.13,pwgG,12345
192.168.146.24,InVL,8362
192.168.146.84,KEIU,12345
192.168.146.117,gVyi,12345
